Protein accession	Protein name	Length	Score	Normalized abundance F1	Normalized abundance F2	Normalized abundance F3	Normalized abundance F4	Normalized abundance F5	Normalized abundance F6	Normalized abundance F7	Normalized abundance F8	Normalized abundance F9	Normalized abundance F10
V1748678	V1748678	487	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1748958	V1748958	482	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1748960	V1748960	542	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1750700	V1750700	486	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1751946	V1751946	315	2.54		1492895.125								449525.5482
V1752002	V1752002	688	10.42	5742372.265	24274361.75	2930140.505	801208.0223			5946259.493	1115581.073		4263367.333
V1752003	V1752003	397	2.3		931229.3125	570429.6553					4305262.946	2680383.005	4858759.726
V1755982	V1755982	709	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1756551	V1756551	546	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1756553	V1756553	481	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1758409	V1758409	636	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1758477	V1758477	429	3.07	1984043.305	7515451.5					5197108.436			
V1758631	V1758631	545	2.15							16141463.32			12595068.83
V1760050	V1760050	483	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1760125	V1760125	705	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1761239	V1761239	462	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1762351	V1762351	843	1.84	1944060.756	4337273.5		1100838.241				537883.9489		
V1762475	V1762475	541	16.14										
V1762706	V1762706	251	5.11	6013217.614	15608627	2924712.068				1815917.259			1365080.358
V1763139	V1763139	396	33.86										
V1763245	V1763245	448	2.07			3639675.142	772793.768			8521422.387		1402809.176	
V1763298	V1763298	613	4.85			3005546.152				13369581.35			3316900.234
V1763784	V1763784	312	2.54		1492895.125								449525.5482
V1763813	V1763813	695	7.45	7889368.96	29551867.75	1653781.064	2794094.101	2991703.482		3909270.927	1115581.073		
V1763938	V1763938	376	4.25		2214000								
V1764047	V1764047	360	2.63		3188272.375								
V1764134	V1764134	280	2.13	1654597.95	6053839								
V1764225	V1764225	120	36.94										
V1764272	V1764272	122	3.36		6731923								
V1764350	V1764350	102	2.2	1070130.065	5328792.5	890381.7952	539311.6828	1537400.769		1609898.734			
V1764443	V1764443	577	3.3	1004173.448	1953707								
V1764497	V1764497	252	48.49	26477320.41	56339197.88	11338721.04	663101.2852			17152797.66	1661556.639	1165044.924	9244383.55
V1764511	V1764511	452	9.29	2259344.833	8212521.25						565990.2574		837720.5096
V1764524	V1764524	242	2.22	2461749.701	7898411	426106.1316							
V1764543	V1764543	445	20.1	2447145.951	27480433.5								366902.4602
V1764562	V1764562	479	38.59	836308.7928	7357458.313	267940.8076				322858.94		1888306.243	962089.5821
V1764625	V1764625	442	19.09	11612663.95	41037425.75	794584.6343		566011.2713		2148287.682	614370.3051		900884.726
V1764877	V1764877	311	0		391231.0313	134213.273	300839.8524						
V1764988	V1764988	389	2.47	770990.9934	2589789.5								
V1764998	V1764998	341	3.66	4422312.117	9331763.531	296022.9325	477136.3534	73592.61439	1394892.669	778212.0112	75506.17706	2321196.283	
V1764999	V1764999	258	20.42										
V1765270	V1765270	215	6.22	2742554.909	6552037.5								
V1765286	V1765286	303	25.44										
V1765327	V1765327	475	2.2		3055170.25	465428.3744						729484.7823	
V1765482	V1765482	366	2.77		2842486.25								503583.2953
V1765507	V1765507	844	1.84	1944060.756	4337273.5		1100838.241				537883.9489		
V1765569	V1765569	79	2.58	2872466.47	9064825.313					329832.2055	376208.6846		
V1765612	V1765612	601	18.77	10341568.31	38713545	164686.0048	826752.6558	284587.0806			739142.1963		290601.6791
V1767990	V1767990	472	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1769105	V1769105	189	25.94	39130401.2	35632063.63	42344455.08	57281996.45	47773259.34	62344103.39	47442377.04	100469931	72187717.24	72667287.68
V1769616	V1769616	483	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1770010	V1770010	540	1.81	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1770101	V1770101	463	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1770455	V1770455	616	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1774925	V1774925	123	1.69	5013086.405	19093802	3739852.834				3526121.873		600957.9531	2369277.278
V1775488	V1775488	643	2.43							9333237.6	671808.7964		205193.6091
V1779305	V1779305	708	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1779306	V1779306	396	5.6	7013647.058	73853046.5	12354235.42			1094934.985	3913229.256	1865590.552	1521044.729	909138.7109
V1779946	V1779946	546	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1779948	V1779948	482	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1781030	V1781030	818	2.08	1098815.803	890635.9375	1118614.882		885535.215	1538527.923	3246990.135	2123201.56		3936907.013
V1781879	V1781879	561	7.21	1336454.888	690242.9375	972788.8663	995271.8702	635409.5479	1014933.566	2189257.93	1839929.328	1177942.317	2374966.554
V1782788	V1782788	705	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1783267	V1783267	480	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1784158	V1784158	396	50.98										
V1784681	V1784681	474	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1784983	V1784983	333	15.07	9406914.118	34901028.31			342539.5481					
V1785214	V1785214	694	12.54	11392512.16	28073022.75	4118873.999	4075860.279	2991703.482	1229042.311	8371404.606	2503785.666	925744.8273	1891738.85
V1785233	V1785233	314	2.54		1492895.125								449525.5482
V1785360	V1785360	231	5.67	390243.9791		3413707.157		238712.2981		6377757.75		956640.2696	1532336.131
V1786138	V1786138	447	7.74	390243.9791		7053382.298	772793.768	238712.2981		14899180.14		2359449.446	1532336.131
V1786419	V1786419	543	16.14	2672523.842	3475397.5	538800.1037				35630854.67	2098929.761	2458539.594	15116418.69
V1786519	V1786519	512	4.51	505988.5934	997454.75								
V1786520	V1786520	473	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1786766	V1786766	332	5.44	10137152.84	23813016	491715.1109						803110.0866	
V1786780	V1786780	396	23.21										
V1787370	V1787370	694	10.36	7471161.029	19331480.75	2948979.68	2794094.101	2991703.482	349956.9361	6560800.029	1115581.073		578300.2857
V1787396	V1787396	314	2.54		1492895.125								449525.5482
V1788837	V1788837	125	3.42	5013086.405	19093802	3739852.834				3526121.873		600957.9531	2369277.278
V1789056	V1789056	635	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1790181	V1790181	500	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1794790	V1794790	549	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1794792	V1794792	480	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1799290	V1799290	189	3.39	3539195.081	8020131.5					810029.3157			
V1799701	V1799701	642	2.43							9333237.6	671808.7964		205193.6091
V1805195	V1805195	797	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1806106	V1806106	395	12.38	2231613.867	1551533.5	2482322.603	2966238.851	613856.1864	1679317.099	1441322.793	2040606.219	1606032.371	3397031.734
V1806322	V1806322	519	4.51	505988.5934	997454.75								
V1806334	V1806334	452	7.74	390243.9791		7053382.298	772793.768	238712.2981		14899180.14		2359449.446	1532336.131
V1806376	V1806376	530	9.18										
V1810813	V1810813	257	6.21			1380752.175				2752068.045		389209.0335	2940735.083
V1810952	V1810952	608	2.61			737320.5517				4672686.986			770266.0324
V1811637	V1811637	328	6.03	2179085.855	6276523	1581082.085	801208.0223	268629.9625		2179838.387	1115581.073		908765.4961
V1812089	V1812089	314	2.54		1492895.125								449525.5482
V1812657	V1812657	701	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1812956	V1812956	483	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1814593	V1814593	210	11.61	11556890.35	9163573	5234400.022	5374180.275	9357372.012	3478047.221	30108806.03	6954896.074	4479157.56	13905366.64
V1815612	V1815612	609	2.61			737320.5517				4672686.986			770266.0324
V1816061	V1816061	468	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1816248	V1816248	397	12.38	2231613.867	1551533.5	2482322.603	2966238.851	613856.1864	1679317.099	1441322.793	2040606.219	1606032.371	3397031.734
V1816283	V1816283	541	10.62	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1816465	V1816465	594	6.05			4702886.56				40434369.27		2131651.751	10147572.31
V1817102	V1817102	695	6.03	2179085.855	6276523	1581082.085	801208.0223	268629.9625		2179838.387	1115581.073		908765.4961
V1817168	V1817168	395	15.32			8277970.041				13027137.86			10653140.3
V1823019	V1823019	646	33.04	16372306.48	12158424.38	10328976.6	13168597.5	2847305.081	10178854.97	24667414.57	11169036.99	13544270.89	18591756.8
V1830143	V1830143	132	3.42	5013086.405	19093802	3739852.834				3526121.873		600957.9531	2369277.278
V1830198	V1830198	542	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1831187	V1831187	494	4.95										
V1832215	V1832215	432	2.29			1469339.43			1487176.198		1045659.818		
V1832354	V1832354	709	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1833074	V1833074	448	0			154741.4379				361672.2345	1677480.596	313198.6947	
V1833084	V1833084	412	5.09								7816830.878		
V1833104	V1833104	625	28.46	13766339.47	6253001.5	11564989.29	16570231.46	6035237.89	14333543.16	19266884.45	18032784.77	14284081.16	23426673.76
V1834926	V1834926	537	10.53										
V1835061	V1835061	479	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1835159	V1835159	473	2.13	1654597.95	6053839								
V1835382	V1835382	186	3.39	3539195.081	8020131.5					810029.3157			
V1835695	V1835695	396	103.01										
V1835986	V1835986	366	2.77		2842486.25								503583.2953
V1836041	V1836041	312	4.66	3085653.972	4210524.625					1355273.791			1345742.612
V1836067	V1836067	694	27.27										
V1836157	V1836157	446	8.61										
V1836223	V1836223	425	46.3	82144600.55	344677883.8	9172401.488	1421120.968		835507.5106	3792196.516	4755908.024	9209339.201	5058872.078
V1836241	V1836241	614	10.61										
V1836259	V1836259	342	0	11637.39804	400974.2813		175794.7124	73592.61439	124616.7493	243367.3574	75506.17706		
V1836296	V1836296	121	2.89	5584460.936	19724012								
V1836324	V1836324	303	15.79	10804932.93	24300302	5149858.208				8966194.445		837068.0551	2018682.121
V1836382	V1836382	575	2.12	1451999.59	316303.4688			266795.3369				409897.6895	
V1836459	V1836459	237	1.95	4065548.155	23666156	33626503.88	1191427.342	1633795.452	9897671.72	6105973.352	7366386.447	6922023.089	8906122.972
V1836692	V1836692	252	17.47	10695244.39	37179602.63	6851592.245	373158.8194			8389579.195		337897.621	1365080.358
V1836725	V1836725	243	5.64			6903911.678				13063765.66			3524576.726
V1836966	V1836966	395	28.13										
V1837343	V1837343	265	6.21			1380752.175				2752068.045		389209.0335	2940735.083
V1837608	V1837608	468	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1837894	V1837894	615	2.61			737320.5517				4672686.986			770266.0324
V1838073	V1838073	540	16.14	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1838142	V1838142	290	3.25	1463473.675	2322601.75								
V1838179	V1838179	450	2.07			3639675.142	772793.768			8521422.387		1402809.176	
V1838392	V1838392	697	5.68	4371947.055	11472185.25	3234863.149	1992886.079	3260333.445		3904641.514			908765.4961
V1838789	V1838789	325	0	2776418.312	3258861.75	3522947.105		1065729.522	2081010.708	1351857.445	1225973.973	2768916.707	2392458.32
V1840335	V1840335	692	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1842943	V1842943	314	2.54		1492895.125								449525.5482
V1843055	V1843055	502	10.6	781662.8776	1458744.75	216588.1012							
V1843057	V1843057	470	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1843132	V1843132	538	10.81	7718091.722	19017580	4915760.511				18520078.17			14583318.42
V1843747	V1843747	715	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1844051	V1844051	618	17.55										
V1844851	V1844851	542	10.62	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1844962	V1844962	609	2.61			737320.5517				4672686.986			770266.0324
V1845387	V1845387	468	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1846538	V1846538	692	3.4	1248123.52	2698475.25	1581082.085		268629.9625		1087604.487			908765.4961
V1846682	V1846682	345	0	11637.39804	400974.2813		175794.7124	73592.61439	124616.7493	243367.3574	75506.17706		
V1847589	V1847589	395	28.94										
V1848324	V1848324	141	0										
V1850710	V1850710	395	8.19	7013647.058	73853046.5	12354235.42			1094934.985	3913229.256	1865590.552	1521044.729	909138.7109
V1850711	V1850711	693	6.03	2179085.855	6276523	1581082.085	801208.0223	268629.9625		2179838.387	1115581.073		908765.4961
V1850882	V1850882	498	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1851519	V1851519	613	2.61			737320.5517				4672686.986			770266.0324
V1851680	V1851680	457	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1851682	V1851682	506	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1852174	V1852174	542	9.18										
V1852226	V1852226	156	5.67	390243.9791		3413707.157		238712.2981		6377757.75		956640.2696	1532336.131
V1852512	V1852512	694	12.54	11392512.16	28073022.75	4118873.999	4075860.279	2991703.482	1229042.311	8371404.606	2503785.666	925744.8273	1891738.85
V1853142	V1853142	475	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1853394	V1853394	333	2.44	1638407.669	5595316			342539.5481					
V1854259	V1854259	543	0	466126.4047	602350.0625			425741.9165		2534490.919	595808.5453	1496711.138	
V1854805	V1854805	616	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1855586	V1855586	472	8.01	4164456.576	1907942.313	3147501.72	10041985.02	2111044.146	3687036.505	19605454.02	14984446.18	8936236.303	13690211.27
V1862930	V1862930	337	10.79	29487392.82	48997274	820979.1815	7557079.448	2956980.141	3992040.849	6522544.745	4327400.512	2684705.039	6593361.258
V1863218	V1863218	468	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1864068	V1864068	608	2.61			737320.5517				4672686.986			770266.0324
V1864293	V1864293	541	8.81	5057295.149	11596581					9177228.259		396314.6452	7166565.477
V1864797	V1864797	697	6.03	2179085.855	6276523	1581082.085	801208.0223	268629.9625		2179838.387	1115581.073		908765.4961
V1865344	V1865344	261	4.04	3572475.153	7795687.5	679916.8135				1168028.155			
V1865448	V1865448	398	18.96	5260734.604	5254452.5	4648897.63	9068333.329	5838345.323	10579196.95	15364568.62	14857454.24	12437202.83	16834483.15
V1865456	V1865456	449	2.17			1722065.714				4805580.222			
V1865544	V1865544	574	2	1451999.59	316303.4688			266795.3369				409897.6895	
V1865669	V1865669	612	2.18	1627019221	4390483.5					1160112.046			
V1865878	V1865878	542	14.33	17069359.84	46850613					29277968.18		396314.6452	17329369.48
V1867920	V1867920	483	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1868367	V1868367	544	2.15							16141463.32			12595068.83
V1868527	V1868527	429	3.07	1984043.305	7515451.5					5197108.436			
V1868590	V1868590	636	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1870569	V1870569	459	2.13	1654597.95	6053839								
V1870711	V1870711	542	7.33	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1871231	V1871231	607	2.61			737320.5517				4672686.986			770266.0324
V1871465	V1871465	822	0		5240945.938		140886.7944	1611525.25		639281.4923	726387.2207	8692551.118	12110334.45
V1871977	V1871977	469	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1872325	V1872325	312	2.54		1492895.125								449525.5482
V1873477	V1873477	538	8.81	5057295.149	11596581					9177228.259		396314.6452	7166565.477
V1874395	V1874395	691	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1878107	V1878107	484	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1878262	V1878262	697	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1880094	V1880094	73	0	437597.2926	675590.8125	331320.331					676451.3743		583656.6403
V1880135	V1880135	186	14.14	14383364.37	21933194.53	1179239.379			2085194.773			8126424.802	
V1880268	V1880268	422	35.77	836308.7928	1286870.313	267940.8076				322858.94		1888306.243	
V1880283	V1880283	117	31.43	23345159.25	95008040	3774337.608	469459.4694			15616684.43			4403948.678
V1880284	V1880284	162	2.17			1380752.175				2752068.045		389209.0335	2940735.083
V1881261	V1881261	307	21.09										
V1882327	V1882327	65	6.81	2866092.412	9453318		156743.2264						
V1882343	V1882343	288	20.33	15179108.6	31156068.31	2907498.977	3553389.575	3463583.496	6306840.822	5776846.701	1856102.517	2063680.705	2065278.363
V1883612	V1883612	233	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1883765	V1883765	701	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1884522	V1884522	49	3.13	2300544.574	11541623			236900.559	2230259.55	606067.2951		1193712.931	
V1884565	V1884565	74	9.45	9442043.404	17196378.5	455111.4781	894129.0494						
V1884631	V1884631	74	7.63	7337726.286	15721265	2465092.935	1281766.177		1229042.311	4462133.679	1388204.593	925744.8273	1891738.85
V1884634	V1884634	165	10.34	9279492.165	22304344.25	191570.7205	2877274.863	298109.1748	513256.9938	694292.0227	520270.4181	417468.8353	566727.8009
V1886216	V1886216	138	5.52	3174160.661	13488096.5								
V1886291	V1886291	197	5.94	519945.7167	2982816.5							367662.0972	
V1886543	V1886543	602	30.81										
V1886617	V1886617	72	0			385472.0816		573227.4859		833840.9309	629891.7871	881464.2348	842282.3961
V1886651	V1886651	126	30.09			9143983.656				24197081.39			6485491.783
V1886965	V1886965	147	5.64			6903911.678				13063765.66			3524576.726
V1888117	V1888117	495	4.95										
V1888640	V1888640	46	2.21		2154574.5	238990.0084							
V1888641	V1888641	38	9.39	4574265.651	62737443	361222.9094	6021049.595	1315117.331	863670.496	23445318.34			8164227.475
V1889432	V1889432	35	9.45	9442043.404	17196378.5	455111.4781	894129.0494						
V1889676	V1889676	57	2.07			3639675.142	772793.768			8521422.387		1402809.176	
V1891051	V1891051	127	17.64	11713393.62	100189026.5	6349818.08	6021049.595	1315117.331	863670.496	26971440.21		600957.9531	12404333.67
V1891282	V1891282	127	12.93	2815438.392	17509427.31			637275.3115		384711.7686		688737.3673	
V1891401	V1891401	154	20.53										
V1891695	V1891695	541	1.92			344699.429				3254630.367			1508155.105
V1892093	V1892093	632	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1893450	V1893450	502	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1896796	V1896796	481	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1896798	V1896798	557	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1897540	V1897540	548	2.15							16141463.32			12595068.83
V1898039	V1898039	396	5.6	7013647.058	73853046.5	12354235.42			1094934.985	3913229.256	1865590.552	1521044.729	909138.7109
V1898040	V1898040	709	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1900016	V1900016	481	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1900018	V1900018	556	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1900989	V1900989	506	2.31		1071435.75	430162.333	2051546.879			1144951.57	2674632.796		1179958.278
V1901246	V1901246	704	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1903635	V1903635	702	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1904167	V1904167	555	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1904169	V1904169	502	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1904492	V1904492	705	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1905684	V1905684	557	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1905686	V1905686	481	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1907138	V1907138	638	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1912376	V1912376	603	6.6	6923408.173	24239355								
V1912619	V1912619	251	24.88									2324297.743	
V1919446	V1919446	707	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1920018	V1920018	865	2.08	1098815.803	890635.9375	1118614.882		885535.215	1538527.923	3246990.135	2123201.56		3936907.013
V1920707	V1920707	336	2.1	9762648.482	1852150.813	1135564.109			794781.6334	11299399.33			2221132.141
V1920979	V1920979	507	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1920981	V1920981	548	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1931225	V1931225	638	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1940265	V1940265	638	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
V1942729	V1942729	631	15.31	2744272.313	2153911	2872722.591	1931392.821	1129638.5	3144513.753	6085801.54	3443748.345	4122616.82	6124852.829
